countryname,iso3,year,region,protracted_crisis,variable,unit,value_precise,value_fixed
Grenada,GRD,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,0.04%,0.04
Grenada,GRD,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,0%,0
Guatemala,GTM,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,2.65%,2.65
Guatemala,GTM,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,1.81%,1.81
Guatemala,GTM,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,2.58%,2.58
Guatemala,GTM,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,1.86%,1.86
Guatemala,GTM,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,2.95%,2.95
Guatemala,GTM,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,2.77%,2.77
Guyana,GUY,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,6.08%,6.08
Guyana,GUY,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,7.59%,7.59
Guyana,GUY,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,0.16%,0.16
Guyana,GUY,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,12.55%,12.55
Guyana,GUY,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,5.39%,5.39
Guyana,GUY,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,0.01%,0.01
Honduras,HND,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,2.5%,2.5
Honduras,HND,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,1.47%,1.47
Honduras,HND,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,6.85%,6.85
Honduras,HND,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,0.68%,0.68
Honduras,HND,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,1.91%,1.91
Honduras,HND,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,1.41%,1.41
Haiti,HTI,2017,Latin America & Caribbean,yes,CCA_Share,percentage_share,1.2%,1.2
Haiti,HTI,2018,Latin America & Caribbean,yes,CCA_Share,percentage_share,1.97%,1.97
Haiti,HTI,2019,Latin America & Caribbean,yes,CCA_Share,percentage_share,2.49%,2.49
Haiti,HTI,2020,Latin America & Caribbean,yes,CCA_Share,percentage_share,2.24%,2.24
Haiti,HTI,2021,Latin America & Caribbean,yes,CCA_Share,percentage_share,3.27%,3.27
Haiti,HTI,2022,Latin America & Caribbean,yes,CCA_Share,percentage_share,1.46%,1.46
Indonesia,IDN,2017,East Asia & Pacific,"",CCA_Share,percentage_share,1.14%,1.14
Indonesia,IDN,2018,East Asia & Pacific,"",CCA_Share,percentage_share,0.65%,0.65
Indonesia,IDN,2019,East Asia & Pacific,"",CCA_Share,percentage_share,1.74%,1.74
Indonesia,IDN,2020,East Asia & Pacific,"",CCA_Share,percentage_share,0.59%,0.59
Indonesia,IDN,2021,East Asia & Pacific,"",CCA_Share,percentage_share,15.68%,15.68
Indonesia,IDN,2022,East Asia & Pacific,"",CCA_Share,percentage_share,0.62%,0.62
India,IND,2017,South Asia,"",CCA_Share,percentage_share,0.39%,0.39
India,IND,2018,South Asia,"",CCA_Share,percentage_share,0.53%,0.53
India,IND,2019,South Asia,"",CCA_Share,percentage_share,0.46%,0.46
India,IND,2020,South Asia,"",CCA_Share,percentage_share,0.71%,0.71
India,IND,2021,South Asia,"",CCA_Share,percentage_share,3%,3
India,IND,2022,South Asia,"",CCA_Share,percentage_share,1.54%,1.54
Iran,IRN,2017,Middle East & North Africa,"",CCA_Share,percentage_share,0%,0
Iran,IRN,2018,Middle East & North Africa,"",CCA_Share,percentage_share,0%,0
Iran,IRN,2019,Middle East & North Africa,"",CCA_Share,percentage_share,0%,0
Iran,IRN,2020,Middle East & North Africa,"",CCA_Share,percentage_share,0.63%,0.63
Iran,IRN,2021,Middle East & North Africa,"",CCA_Share,percentage_share,0.02%,0.02
Iran,IRN,2022,Middle East & North Africa,"",CCA_Share,percentage_share,1%,1
Iraq,IRQ,2017,Middle East & North Africa,yes,CCA_Share,percentage_share,0%,0
Iraq,IRQ,2018,Middle East & North Africa,yes,CCA_Share,percentage_share,0.06%,0.06
Iraq,IRQ,2019,Middle East & North Africa,yes,CCA_Share,percentage_share,0.03%,0.03
Iraq,IRQ,2020,Middle East & North Africa,yes,CCA_Share,percentage_share,0.23%,0.23
Iraq,IRQ,2021,Middle East & North Africa,yes,CCA_Share,percentage_share,0.58%,0.58
Iraq,IRQ,2022,Middle East & North Africa,yes,CCA_Share,percentage_share,0.54%,0.54
Jamaica,JAM,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,5.62%,5.62
Jamaica,JAM,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,4.03%,4.03
Jamaica,JAM,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,1.52%,1.52
Jamaica,JAM,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,5.93%,5.93
Jamaica,JAM,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,7.42%,7.42
Jamaica,JAM,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,6.03%,6.03
Jordan,JOR,2017,Middle East & North Africa,yes,CCA_Share,percentage_share,1.18%,1.18
Jordan,JOR,2018,Middle East & North Africa,yes,CCA_Share,percentage_share,0.64%,0.64
Jordan,JOR,2019,Middle East & North Africa,yes,CCA_Share,percentage_share,1.26%,1.26
Jordan,JOR,2020,Middle East & North Africa,yes,CCA_Share,percentage_share,0.93%,0.93
Jordan,JOR,2021,Middle East & North Africa,yes,CCA_Share,percentage_share,0.71%,0.71
Jordan,JOR,2022,Middle East & North Africa,yes,CCA_Share,percentage_share,0.92%,0.92
Kazakhstan,KAZ,2017,Europe & Central Asia,"",CCA_Share,percentage_share,0.1%,0.1
Kazakhstan,KAZ,2018,Europe & Central Asia,"",CCA_Share,percentage_share,1.14%,1.14
Kazakhstan,KAZ,2019,Europe & Central Asia,"",CCA_Share,percentage_share,0.78%,0.78
Kazakhstan,KAZ,2020,Europe & Central Asia,"",CCA_Share,percentage_share,0.41%,0.41
Kazakhstan,KAZ,2021,Europe & Central Asia,"",CCA_Share,percentage_share,0.44%,0.44
Kazakhstan,KAZ,2022,Europe & Central Asia,"",CCA_Share,percentage_share,0.74%,0.74
Kenya,KEN,2017,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.51%,1.51
Kenya,KEN,2018,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.39%,1.39
Kenya,KEN,2019,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.97%,0.97
Kenya,KEN,2020,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.75%,0.75
Kenya,KEN,2021,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.55%,1.55
Kenya,KEN,2022,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.12%,2.12
Kyrgyzstan,KGZ,2017,Europe & Central Asia,"",CCA_Share,percentage_share,0.93%,0.93
Kyrgyzstan,KGZ,2018,Europe & Central Asia,"",CCA_Share,percentage_share,1.58%,1.58
Kyrgyzstan,KGZ,2019,Europe & Central Asia,"",CCA_Share,percentage_share,0%,0
Kyrgyzstan,KGZ,2020,Europe & Central Asia,"",CCA_Share,percentage_share,0.63%,0.63
Kyrgyzstan,KGZ,2021,Europe & Central Asia,"",CCA_Share,percentage_share,1.09%,1.09
Kyrgyzstan,KGZ,2022,Europe & Central Asia,"",CCA_Share,percentage_share,0.65%,0.65
Cambodia,KHM,2017,East Asia & Pacific,"",CCA_Share,percentage_share,3.02%,3.02
Cambodia,KHM,2018,East Asia & Pacific,"",CCA_Share,percentage_share,8.18%,8.18
Cambodia,KHM,2019,East Asia & Pacific,"",CCA_Share,percentage_share,15.26%,15.26
Cambodia,KHM,2020,East Asia & Pacific,"",CCA_Share,percentage_share,0.1%,0.1
Cambodia,KHM,2021,East Asia & Pacific,"",CCA_Share,percentage_share,7.31%,7.31
Cambodia,KHM,2022,East Asia & Pacific,"",CCA_Share,percentage_share,2.86%,2.86
Kiribati,KIR,2017,East Asia & Pacific,"",CCA_Share,percentage_share,4.32%,4.32
Kiribati,KIR,2018,East Asia & Pacific,"",CCA_Share,percentage_share,3.1%,3.1
Kiribati,KIR,2019,East Asia & Pacific,"",CCA_Share,percentage_share,0.44%,0.44
Kiribati,KIR,2020,East Asia & Pacific,"",CCA_Share,percentage_share,0.29%,0.29
Kiribati,KIR,2021,East Asia & Pacific,"",CCA_Share,percentage_share,5.19%,5.19
Kiribati,KIR,2022,East Asia & Pacific,"",CCA_Share,percentage_share,3.73%,3.73
Lao People's Democratic Republic,LAO,2017,East Asia & Pacific,"",CCA_Share,percentage_share,2.45%,2.45
Lao People's Democratic Republic,LAO,2018,East Asia & Pacific,"",CCA_Share,percentage_share,3.22%,3.22
Lao People's Democratic Republic,LAO,2019,East Asia & Pacific,"",CCA_Share,percentage_share,1.01%,1.01
Lao People's Democratic Republic,LAO,2020,East Asia & Pacific,"",CCA_Share,percentage_share,2.43%,2.43
Lao People's Democratic Republic,LAO,2021,East Asia & Pacific,"",CCA_Share,percentage_share,1.52%,1.52
Lao People's Democratic Republic,LAO,2022,East Asia & Pacific,"",CCA_Share,percentage_share,1.26%,1.26
Lebanon,LBN,2017,Middle East & North Africa,yes,CCA_Share,percentage_share,0.41%,0.41
Lebanon,LBN,2018,Middle East & North Africa,yes,CCA_Share,percentage_share,0.3%,0.3
Lebanon,LBN,2019,Middle East & North Africa,yes,CCA_Share,percentage_share,0.01%,0.01
Lebanon,LBN,2020,Middle East & North Africa,yes,CCA_Share,percentage_share,0.63%,0.63
Lebanon,LBN,2021,Middle East & North Africa,yes,CCA_Share,percentage_share,0.21%,0.21
Lebanon,LBN,2022,Middle East & North Africa,yes,CCA_Share,percentage_share,0.45%,0.45
Liberia,LBR,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.56%,1.56
Liberia,LBR,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.15%,0.15
Liberia,LBR,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.08%,1.08
Liberia,LBR,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.52%,0.52
Liberia,LBR,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.11%,1.11
Liberia,LBR,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.91%,0.91
Libya,LBY,2017,Middle East & North Africa,"",CCA_Share,percentage_share,0%,0
Libya,LBY,2018,Middle East & North Africa,"",CCA_Share,percentage_share,0%,0
Libya,LBY,2019,Middle East & North Africa,yes,CCA_Share,percentage_share,0%,0
Libya,LBY,2020,Middle East & North Africa,yes,CCA_Share,percentage_share,0.41%,0.41
Libya,LBY,2021,Middle East & North Africa,yes,CCA_Share,percentage_share,0.27%,0.27
Libya,LBY,2022,Middle East & North Africa,yes,CCA_Share,percentage_share,0%,0
Saint Lucia,LCA,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,13.36%,13.36
Saint Lucia,LCA,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,15.25%,15.25
Saint Lucia,LCA,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,0.14%,0.14
Saint Lucia,LCA,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,0.5%,0.5
Saint Lucia,LCA,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,4.26%,4.26
Saint Lucia,LCA,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,6.58%,6.58
Sri Lanka,LKA,2017,South Asia,"",CCA_Share,percentage_share,0.25%,0.25
Sri Lanka,LKA,2018,South Asia,"",CCA_Share,percentage_share,2.95%,2.95
Sri Lanka,LKA,2019,South Asia,"",CCA_Share,percentage_share,0.45%,0.45
Sri Lanka,LKA,2020,South Asia,"",CCA_Share,percentage_share,0.2%,0.2
Sri Lanka,LKA,2021,South Asia,"",CCA_Share,percentage_share,1.38%,1.38
Sri Lanka,LKA,2022,South Asia,"",CCA_Share,percentage_share,1.22%,1.22
Lesotho,LSO,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.44%,0.44
Lesotho,LSO,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.23%,0.23
Lesotho,LSO,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,2.08%,2.08
Lesotho,LSO,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,3.69%,3.69
Lesotho,LSO,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,3.99%,3.99
Lesotho,LSO,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,4.73%,4.73
Morocco,MAR,2017,Middle East & North Africa,"",CCA_Share,percentage_share,0.31%,0.31
Morocco,MAR,2018,Middle East & North Africa,"",CCA_Share,percentage_share,0.23%,0.23
Morocco,MAR,2019,Middle East & North Africa,"",CCA_Share,percentage_share,1.44%,1.44
Morocco,MAR,2020,Middle East & North Africa,"",CCA_Share,percentage_share,1.96%,1.96
Morocco,MAR,2021,Middle East & North Africa,"",CCA_Share,percentage_share,2.47%,2.47
Morocco,MAR,2022,Middle East & North Africa,"",CCA_Share,percentage_share,3.29%,3.29
Moldova,MDA,2017,Europe & Central Asia,"",CCA_Share,percentage_share,0.18%,0.18
Moldova,MDA,2018,Europe & Central Asia,"",CCA_Share,percentage_share,0.46%,0.46
Moldova,MDA,2019,Europe & Central Asia,"",CCA_Share,percentage_share,1.73%,1.73
Moldova,MDA,2020,Europe & Central Asia,"",CCA_Share,percentage_share,0.41%,0.41
Moldova,MDA,2021,Europe & Central Asia,"",CCA_Share,percentage_share,1.25%,1.25
Moldova,MDA,2022,Europe & Central Asia,"",CCA_Share,percentage_share,1.31%,1.31
Madagascar,MDG,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.66%,1.66
Madagascar,MDG,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.84%,1.84
Madagascar,MDG,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,3.55%,3.55
Madagascar,MDG,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.59%,1.59
Madagascar,MDG,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.67%,1.67
Madagascar,MDG,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.94%,1.94
Maldives,MDV,2017,South Asia,"",CCA_Share,percentage_share,0%,0
Maldives,MDV,2018,South Asia,"",CCA_Share,percentage_share,1.29%,1.29
Maldives,MDV,2019,South Asia,"",CCA_Share,percentage_share,2.41%,2.41
Maldives,MDV,2020,South Asia,"",CCA_Share,percentage_share,0.05%,0.05
Maldives,MDV,2021,South Asia,"",CCA_Share,percentage_share,0%,0
Maldives,MDV,2022,South Asia,"",CCA_Share,percentage_share,1.85%,1.85
Mexico,MEX,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,9.24%,9.24
Mexico,MEX,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,0.22%,0.22
Mexico,MEX,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,0.23%,0.23
Mexico,MEX,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,0.14%,0.14
Mexico,MEX,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,0.57%,0.57
Mexico,MEX,2022,Latin America & Caribbean,yes,CCA_Share,percentage_share,0.84%,0.84
Marshall Islands,MHL,2017,East Asia & Pacific,"",CCA_Share,percentage_share,0.05%,0.05
Marshall Islands,MHL,2018,East Asia & Pacific,"",CCA_Share,percentage_share,0.09%,0.09
Marshall Islands,MHL,2019,East Asia & Pacific,"",CCA_Share,percentage_share,0.27%,0.27
Marshall Islands,MHL,2020,East Asia & Pacific,"",CCA_Share,percentage_share,0.24%,0.24
Marshall Islands,MHL,2021,East Asia & Pacific,"",CCA_Share,percentage_share,1.29%,1.29
Marshall Islands,MHL,2022,East Asia & Pacific,"",CCA_Share,percentage_share,1.21%,1.21
North Macedonia,MKD,2017,Europe & Central Asia,"",CCA_Share,percentage_share,0.26%,0.26
North Macedonia,MKD,2018,Europe & Central Asia,"",CCA_Share,percentage_share,0.33%,0.33
North Macedonia,MKD,2019,Europe & Central Asia,"",CCA_Share,percentage_share,1.12%,1.12
North Macedonia,MKD,2020,Europe & Central Asia,"",CCA_Share,percentage_share,0.59%,0.59
North Macedonia,MKD,2021,Europe & Central Asia,"",CCA_Share,percentage_share,0.7%,0.7
North Macedonia,MKD,2022,Europe & Central Asia,"",CCA_Share,percentage_share,1.48%,1.48
Mali,MLI,2017,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.43%,2.43
Mali,MLI,2018,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.31%,2.31
Mali,MLI,2019,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.3%,2.3
Mali,MLI,2020,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.7%,2.7
Mali,MLI,2021,Sub-Saharan Africa,yes,CCA_Share,percentage_share,4.08%,4.08
Mali,MLI,2022,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.64%,2.64
Myanmar,MMR,2017,East Asia & Pacific,yes,CCA_Share,percentage_share,0.43%,0.43
Myanmar,MMR,2018,East Asia & Pacific,yes,CCA_Share,percentage_share,4.1%,4.1
Myanmar,MMR,2019,East Asia & Pacific,yes,CCA_Share,percentage_share,0.33%,0.33
Myanmar,MMR,2020,East Asia & Pacific,yes,CCA_Share,percentage_share,0.25%,0.25
Myanmar,MMR,2021,East Asia & Pacific,yes,CCA_Share,percentage_share,0.19%,0.19
Myanmar,MMR,2022,East Asia & Pacific,yes,CCA_Share,percentage_share,0.48%,0.48
Montenegro,MNE,2017,Europe & Central Asia,"",CCA_Share,percentage_share,0%,0
Montenegro,MNE,2018,Europe & Central Asia,"",CCA_Share,percentage_share,0%,0
Montenegro,MNE,2019,Europe & Central Asia,"",CCA_Share,percentage_share,0%,0
Montenegro,MNE,2020,Europe & Central Asia,"",CCA_Share,percentage_share,0%,0
Montenegro,MNE,2021,Europe & Central Asia,"",CCA_Share,percentage_share,0.33%,0.33
Montenegro,MNE,2022,Europe & Central Asia,"",CCA_Share,percentage_share,0.55%,0.55
Mongolia,MNG,2017,East Asia & Pacific,"",CCA_Share,percentage_share,0.09%,0.09
Mongolia,MNG,2018,East Asia & Pacific,"",CCA_Share,percentage_share,0.51%,0.51
Mongolia,MNG,2019,East Asia & Pacific,"",CCA_Share,percentage_share,0.43%,0.43
Mongolia,MNG,2020,East Asia & Pacific,"",CCA_Share,percentage_share,0.38%,0.38
Mongolia,MNG,2021,East Asia & Pacific,"",CCA_Share,percentage_share,1.34%,1.34
Mongolia,MNG,2022,East Asia & Pacific,"",CCA_Share,percentage_share,0.42%,0.42
Mozambique,MOZ,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.84%,1.84
Mozambique,MOZ,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.79%,1.79
Mozambique,MOZ,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.47%,1.47
Mozambique,MOZ,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.83%,0.83
Mozambique,MOZ,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.46%,1.46
Mozambique,MOZ,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.11%,1.11
Mauritania,MRT,2017,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.86%,0.86
Mauritania,MRT,2018,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.04%,1.04
Mauritania,MRT,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.9%,0.9
Mauritania,MRT,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.54%,1.54
Mauritania,MRT,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.34%,1.34
Mauritania,MRT,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.73%,1.73
Montserrat,MSR,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,0%,0
Montserrat,MSR,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,0%,0
Montserrat,MSR,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,0%,0
Montserrat,MSR,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,0%,0
Montserrat,MSR,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,1.4%,1.4
Montserrat,MSR,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,0.68%,0.68
Mauritius,MUS,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,2.76%,2.76
Mauritius,MUS,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,5.82%,5.82
Mauritius,MUS,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,6.73%,6.73
Mauritius,MUS,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.26%,0.26
Mauritius,MUS,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.76%,0.76
Mauritius,MUS,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.21%,1.21
Malawi,MWI,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.29%,1.29
Malawi,MWI,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.42%,1.42
Malawi,MWI,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,4.54%,4.54
Malawi,MWI,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,2.59%,2.59
Malawi,MWI,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.3%,1.3
Malawi,MWI,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.11%,1.11
Malaysia,MYS,2017,East Asia & Pacific,"",CCA_Share,percentage_share,0.14%,0.14
Malaysia,MYS,2018,East Asia & Pacific,"",CCA_Share,percentage_share,0.01%,0.01
Malaysia,MYS,2019,East Asia & Pacific,"",CCA_Share,percentage_share,0.92%,0.92
Malaysia,MYS,2020,East Asia & Pacific,"",CCA_Share,percentage_share,2.51%,2.51
Malaysia,MYS,2021,East Asia & Pacific,"",CCA_Share,percentage_share,0.97%,0.97
Malaysia,MYS,2022,East Asia & Pacific,"",CCA_Share,percentage_share,3.37%,3.37
Namibia,NAM,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,3.13%,3.13
Namibia,NAM,2018,Sub-Saharan Africa,"",CCA_Share,percentage_share,5.49%,5.49
Namibia,NAM,2019,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.98%,1.98
Namibia,NAM,2020,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.4%,1.4
Namibia,NAM,2021,Sub-Saharan Africa,"",CCA_Share,percentage_share,4.84%,4.84
Namibia,NAM,2022,Sub-Saharan Africa,"",CCA_Share,percentage_share,1.99%,1.99
Niger,NER,2017,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.44%,2.44
Niger,NER,2018,Sub-Saharan Africa,yes,CCA_Share,percentage_share,2.13%,2.13
Niger,NER,2019,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.21%,1.21
Niger,NER,2020,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.18%,1.18
Niger,NER,2021,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.84%,1.84
Niger,NER,2022,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.83%,1.83
Nigeria,NGA,2017,Sub-Saharan Africa,"",CCA_Share,percentage_share,0.13%,0.13
Nigeria,NGA,2018,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.1%,0.1
Nigeria,NGA,2019,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.38%,0.38
Nigeria,NGA,2020,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.31%,0.31
Nigeria,NGA,2021,Sub-Saharan Africa,yes,CCA_Share,percentage_share,1.65%,1.65
Nigeria,NGA,2022,Sub-Saharan Africa,yes,CCA_Share,percentage_share,0.12%,0.12
Nicaragua,NIC,2017,Latin America & Caribbean,"",CCA_Share,percentage_share,1.59%,1.59
Nicaragua,NIC,2018,Latin America & Caribbean,"",CCA_Share,percentage_share,3.43%,3.43
Nicaragua,NIC,2019,Latin America & Caribbean,"",CCA_Share,percentage_share,2.57%,2.57
Nicaragua,NIC,2020,Latin America & Caribbean,"",CCA_Share,percentage_share,3.89%,3.89
Nicaragua,NIC,2021,Latin America & Caribbean,"",CCA_Share,percentage_share,2.83%,2.83
Nicaragua,NIC,2022,Latin America & Caribbean,"",CCA_Share,percentage_share,1.23%,1.23
Niue,NIU,2017,East Asia & Pacific,"",CCA_Share,percentage_share,2.46%,2.46
Niue,NIU,2018,East Asia & Pacific,"",CCA_Share,percentage_share,0.14%,0.14
Niue,NIU,2019,East Asia & Pacific,"",CCA_Share,percentage_share,0.05%,0.05
Niue,NIU,2020,East Asia & Pacific,"",CCA_Share,percentage_share,0%,0
