Donor,Year,Display,Series,Value
US,2022,Proportions,Multilateral through UN and others,0.09
US,2022,Proportions,Contributions to EU institutions' humanitarian assistance,0.00
Australia,2013,%GNI,,0.02
Australia,2014,%GNI,,0.03
Australia,2015,%GNI,,0.03
Australia,2016,%GNI,,0.02
Australia,2017,%GNI,,0.02
Australia,2018,%GNI,,0.02
Australia,2019,%GNI,,0.02
Australia,2020,%GNI,,0.02
Australia,2021,%GNI,,0.02
Australia,2022,%GNI,,0.03
Austria,2013,%GNI,,0.01
Austria,2014,%GNI,,0.01
Austria,2015,%GNI,,0.01
Austria,2016,%GNI,,0.01
Austria,2017,%GNI,,0.02
Austria,2018,%GNI,,0.01
Austria,2019,%GNI,,0.01
Austria,2020,%GNI,,0.02
Austria,2021,%GNI,,0.03
Austria,2022,%GNI,,0.04
Belgium,2013,%GNI,,0.04
Belgium,2014,%GNI,,0.02
Belgium,2015,%GNI,,0.04
Belgium,2016,%GNI,,0.06
Belgium,2017,%GNI,,0.04
Belgium,2018,%GNI,,0.04
Belgium,2019,%GNI,,0.04
Belgium,2020,%GNI,,0.05
Belgium,2021,%GNI,,0.04
Belgium,2022,%GNI,,0.05
Canada,2013,%GNI,,0.04
Canada,2014,%GNI,,0.04
Canada,2015,%GNI,,0.05
Canada,2016,%GNI,,0.04
Canada,2017,%GNI,,0.05
Canada,2018,%GNI,,0.04
Canada,2019,%GNI,,0.04
Canada,2020,%GNI,,0.04
Canada,2021,%GNI,,0.05
Canada,2022,%GNI,,0.05
Czech Republic,2013,%GNI,,0
Czech Republic,2014,%GNI,,0
Czech Republic,2015,%GNI,,0.01
Czech Republic,2016,%GNI,,0.01
Czech Republic,2017,%GNI,,0
Czech Republic,2018,%GNI,,0.01
Czech Republic,2019,%GNI,,0.01
Czech Republic,2020,%GNI,,0.01
Czech Republic,2021,%GNI,,0.01
Czech Republic,2022,%GNI,,0.01
Denmark,2013,%GNI,,0.09
Denmark,2014,%GNI,,0.11
Denmark,2015,%GNI,,0.09
Denmark,2016,%GNI,,0.11
Denmark,2017,%GNI,,0.14
Denmark,2018,%GNI,,0.13
Denmark,2019,%GNI,,0.15
Denmark,2020,%GNI,,0.13
Denmark,2021,%GNI,,0.13
Denmark,2022,%GNI,,0.11
Finland,2013,%GNI,,0.06
Finland,2014,%GNI,,0.06
Finland,2015,%GNI,,0.06
Finland,2016,%GNI,,0.05
Finland,2017,%GNI,,0.05
Finland,2018,%GNI,,0.04
Finland,2019,%GNI,,0.04
Finland,2020,%GNI,,0.06
Finland,2021,%GNI,,0.05
Finland,2022,%GNI,,0.05
France,2013,%GNI,,0
France,2014,%GNI,,0
France,2015,%GNI,,0.01
France,2016,%GNI,,0.01
France,2017,%GNI,,0.01
France,2018,%GNI,,0.01
France,2019,%GNI,,0.01
France,2020,%GNI,,0.01
France,2021,%GNI,,0.01
France,2022,%GNI,,0.03
Germany,2013,%GNI,,0.02
Germany,2014,%GNI,,0.02
Germany,2015,%GNI,,0.03
Germany,2016,%GNI,,0.06
Germany,2017,%GNI,,0.08
Germany,2018,%GNI,,0.07
Germany,2019,%GNI,,0.06
Germany,2020,%GNI,,0.06
Germany,2021,%GNI,,0.07
Germany,2022,%GNI,,0.12
Greece,2013,%GNI,,0
Greece,2014,%GNI,,0
Greece,2015,%GNI,,0
Greece,2016,%GNI,,0
Greece,2017,%GNI,,0.01
Greece,2018,%GNI,,0
Greece,2019,%GNI,,0
Greece,2020,%GNI,,0
Greece,2021,%GNI,,0
Greece,2022,%GNI,,0
Hungary,2013,%GNI,,0
Hungary,2014,%GNI,,0
Hungary,2015,%GNI,,0
Hungary,2016,%GNI,,0
Hungary,2017,%GNI,,0
Hungary,2018,%GNI,,0.01
Hungary,2019,%GNI,,0.01
Hungary,2020,%GNI,,0.01
Hungary,2021,%GNI,,0
Hungary,2022,%GNI,,0.03
Iceland,2013,%GNI,,0
Iceland,2014,%GNI,,0.01
Iceland,2015,%GNI,,0.02
Iceland,2016,%GNI,,0.03
Iceland,2017,%GNI,,0.03
Iceland,2018,%GNI,,0.04
Iceland,2019,%GNI,,0.03
Iceland,2020,%GNI,,0.03
Iceland,2021,%GNI,,0.04
Iceland,2022,%GNI,,0.07
Ireland,2013,%GNI,,0.07
Ireland,2014,%GNI,,0.06
Ireland,2015,%GNI,,0.06
Ireland,2016,%GNI,,0.07
Ireland,2017,%GNI,,0.06
Ireland,2018,%GNI,,0.06
Ireland,2019,%GNI,,0.06
Ireland,2020,%GNI,,0.06
Ireland,2021,%GNI,,0.06
Ireland,2022,%GNI,,0.07
Italy,2013,%GNI,,0
Italy,2014,%GNI,,0
Italy,2015,%GNI,,0.01
Italy,2016,%GNI,,0.01
Italy,2017,%GNI,,0.02
Italy,2018,%GNI,,0.01
Italy,2019,%GNI,,0.01
Italy,2020,%GNI,,0.01
Italy,2021,%GNI,,0.01
Italy,2022,%GNI,,0.02
Japan,2013,%GNI,,0.02
Japan,2014,%GNI,,0.02
Japan,2015,%GNI,,0.03
Japan,2016,%GNI,,0.02
Japan,2017,%GNI,,0.02
Japan,2018,%GNI,,0.01
Japan,2019,%GNI,,0.01
Japan,2020,%GNI,,0.01
Japan,2021,%GNI,,0.02
Japan,2022,%GNI,,0.04
Korea,2013,%GNI,,0
Korea,2014,%GNI,,0.01
Korea,2015,%GNI,,0
Korea,2016,%GNI,,0.01
Korea,2017,%GNI,,0.01
Korea,2018,%GNI,,0.01
Korea,2019,%GNI,,0.01
Korea,2020,%GNI,,0.01
Korea,2021,%GNI,,0.01
Korea,2022,%GNI,,0.01
Luxembourg,2013,%GNI,,0.15
Luxembourg,2014,%GNI,,0.16
Luxembourg,2015,%GNI,,0.14
Luxembourg,2016,%GNI,,0.15
Luxembourg,2017,%GNI,,0.14
Luxembourg,2018,%GNI,,0.14
Luxembourg,2019,%GNI,,0.16
Luxembourg,2020,%GNI,,0.19
Luxembourg,2021,%GNI,,0.17
Luxembourg,2022,%GNI,,0.22
Netherlands,2013,%GNI,,0.04
Netherlands,2014,%GNI,,0.05
Netherlands,2015,%GNI,,0.08
Netherlands,2016,%GNI,,0.07
Netherlands,2017,%GNI,,0.06
Netherlands,2018,%GNI,,0.06
Netherlands,2019,%GNI,,0.05
Netherlands,2020,%GNI,,0.06
Netherlands,2021,%GNI,,0.06
Netherlands,2022,%GNI,,0.08
New Zealand,2013,%GNI,,0.02
New Zealand,2014,%GNI,,0.03
New Zealand,2015,%GNI,,0.02
New Zealand,2016,%GNI,,0.02
New Zealand,2017,%GNI,,0.03
New Zealand,2018,%GNI,,0.03
New Zealand,2019,%GNI,,0.03
New Zealand,2020,%GNI,,0.02
New Zealand,2021,%GNI,,0.02
New Zealand,2022,%GNI,,0.02
Norway,2013,%GNI,,0.12
Norway,2014,%GNI,,0.12
Norway,2015,%GNI,,0.13
Norway,2016,%GNI,,0.15
Norway,2017,%GNI,,0.17
Norway,2018,%GNI,,0.16
Norway,2019,%GNI,,0.17
Norway,2020,%GNI,,0.17
Norway,2021,%GNI,,0.16
Norway,2022,%GNI,,0.16
Poland,2013,%GNI,,0
Poland,2014,%GNI,,0
Poland,2015,%GNI,,0
Poland,2016,%GNI,,0.01
Poland,2017,%GNI,,0.01
Poland,2018,%GNI,,0.01
Poland,2019,%GNI,,0
Poland,2020,%GNI,,0.01
Poland,2021,%GNI,,0
Poland,2022,%GNI,,0.02
Saudi Arabia,2013,%GNI,,
Saudi Arabia,2014,%GNI,,
Saudi Arabia,2015,%GNI,,
Saudi Arabia,2016,%GNI,,
Saudi Arabia,2017,%GNI,,
Saudi Arabia,2018,%GNI,,0.18
Saudi Arabia,2019,%GNI,,0.21
Saudi Arabia,2020,%GNI,,0.14
Saudi Arabia,2021,%GNI,,0.20
Saudi Arabia,2022,%GNI,,0.09
Slovak Republic,2013,%GNI,,0.00
Slovak Republic,2014,%GNI,,0.00
Slovak Republic,2015,%GNI,,0.00
Slovak Republic,2016,%GNI,,0.00
Slovak Republic,2017,%GNI,,0.00
Slovak Republic,2018,%GNI,,0.00
Slovak Republic,2019,%GNI,,0.00
Slovak Republic,2020,%GNI,,0.00
Slovak Republic,2021,%GNI,,0.00
Slovak Republic,2022,%GNI,,0.01
Slovenia,2013,%GNI,,0.00
Slovenia,2014,%GNI,,0.00
Slovenia,2015,%GNI,,0.00
Slovenia,2016,%GNI,,0.00
Slovenia,2017,%GNI,,0.00
Slovenia,2018,%GNI,,0.00
Slovenia,2019,%GNI,,0.00
Slovenia,2020,%GNI,,0.00
Slovenia,2021,%GNI,,0.01
Slovenia,2022,%GNI,,0.01
Spain,2013,%GNI,,0.00
Spain,2014,%GNI,,0.01
Spain,2015,%GNI,,0.00
Spain,2016,%GNI,,0.01
Spain,2017,%GNI,,0.01
Spain,2018,%GNI,,0.01
Spain,2019,%GNI,,0.01
Spain,2020,%GNI,,0.01
Spain,2021,%GNI,,0.01
Spain,2022,%GNI,,0.01
Sweden,2013,%GNI,,0.13
Sweden,2014,%GNI,,0.15
Sweden,2015,%GNI,,0.16
Sweden,2016,%GNI,,0.12
Sweden,2017,%GNI,,0.15
Sweden,2018,%GNI,,0.18
Sweden,2019,%GNI,,0.15
Sweden,2020,%GNI,,0.17
Sweden,2021,%GNI,,0.15
Sweden,2022,%GNI,,0.17
Switzerland,2013,%GNI,,0.06
Switzerland,2014,%GNI,,0.06
Switzerland,2015,%GNI,,0.07
Switzerland,2016,%GNI,,0.07
Switzerland,2017,%GNI,,0.06
Switzerland,2018,%GNI,,0.06
Switzerland,2019,%GNI,,0.06
Switzerland,2020,%GNI,,0.10
Switzerland,2021,%GNI,,0.06
Switzerland,2022,%GNI,,0.08
UAE,2013,%GNI,,0.02
UAE,2014,%GNI,,0.07
UAE,2015,%GNI,,0.18
UAE,2016,%GNI,,0.20
UAE,2017,%GNI,,0.06
UAE,2018,%GNI,,0.45
UAE,2019,%GNI,,0.16
UAE,2020,%GNI,,0.12
UAE,2021,%GNI,,0.11
UAE,2022,%GNI,,0.10
UK,2013,%GNI,,0.06
UK,2014,%GNI,,0.08
UK,2015,%GNI,,0.09
UK,2016,%GNI,,0.08
UK,2017,%GNI,,0.08
UK,2018,%GNI,,0.08
UK,2019,%GNI,,0.09
UK,2020,%GNI,,0.09
UK,2021,%GNI,,0.04
UK,2022,%GNI,,0.05
US,2013,%GNI,,0.03
US,2014,%GNI,,0.03
US,2015,%GNI,,0.03
US,2016,%GNI,,0.03
US,2017,%GNI,,0.04
US,2018,%GNI,,0.04
US,2019,%GNI,,0.04
US,2020,%GNI,,0.04
US,2021,%GNI,,0.05
US,2022,%GNI,,0.06
